,types,counts,distincts,nulls,missing_ration,uniques,skewness,kurtosis,corr SalePrice
GarageFinish_None,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",3.876639173825411,13.046287129992674,-0.23649599510126132
GarageFinish_RFn,uint8,1453,2,0,0.0,"[array([1, 0], dtype=object)]",0.9279167548017162,-1.1405423073080587,0.1710753393082444
GarageFinish_Unf,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",0.3396091345367559,-1.8872652840322164,-0.4091675069362522
GarageType_2Types,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",15.481134826237854,237.99312252911645,-0.023795277441002464
GarageType_Attchd,uint8,1453,2,0,0.0,"[array([1, 0], dtype=object)]",-0.38589297995267935,-1.8536399722919952,0.33443823225267705
GarageType_Basment,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",8.581313466932304,71.73768324561372,-0.02907843799010601
GarageType_BuiltIn,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",3.713934767316078,11.809564998593338,0.2379977279988905
GarageType_CarPort,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",12.600731355907783,156.9945260891685,-0.07023797309717511
GarageType_Detchd,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",1.0582405338429899,-0.8813420038477369,-0.3530477822585896
GarageType_None,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",3.876639173825411,13.046287129992674,-0.23649599510126132
Heating_Floor,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",38.11823710509218,1453.000000000012,-0.03572364681382813
Heating_GasA,uint8,1453,2,0,0.0,"[array([1, 0], dtype=object)]",-6.520470291264109,40.57237733182527,0.09219382676606344
Heating_GasW,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",8.825846097011699,76.00016891319143,-0.01974734941904609
Heating_Grav,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",14.317801276412286,203.27923800651322,-0.09228446458797908
Heating_OthW,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",26.925785660062616,723.9944837111871,-0.025652140878591547
Heating_Wall,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",18.999945778886566,359.4927664827584,-0.05855813288047515
HouseStyle_1.5Fin,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",2.5626497532240613,4.573467073593847,-0.16263050887089234
HouseStyle_1.5Unf,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",10.050071521478502,99.14039886064792,-0.08752091703979772
HouseStyle_1Story,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",0.015157173265222245,-2.0025285641237844,-0.06596439451459482
HouseStyle_2.5Fin,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",13.379089346166325,177.24399978555365,0.03686658708705728
HouseStyle_2.5Unf,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",11.373898907695514,127.54113021478358,-0.025599854926370614
HouseStyle_2Story,uint8,1453,2,0,0.0,"[array([1, 0], dtype=object)]",0.8485339276866755,-1.281756360746509,0.24662486816793283
HouseStyle_SFoyer,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",6.030877128485198,34.4188533484747,-0.09271565852473429
HouseStyle_SLvl,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",4.409172963397846,17.464844050746333,-0.0379617876222003
LandContour_Bnk,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",4.572379018608279,18.9327081812301,-0.1014384492037081
LandContour_HLS,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",5.113669570229393,24.182901465890357,0.1209446554445585
LandContour_Low,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",6.120772052452487,35.51273061011876,0.04619199179867143
LandContour_Lvl,uint8,1453,2,0,0.0,"[array([1, 0], dtype=object)]",-2.6479018498614377,5.01828980477915,-0.029457989017307704
LandSlope_Gtl,uint8,1453,2,0,0.0,"[array([1, 0], dtype=object)]",-3.96451466385747,13.736282119017176,-0.05207551698704044
LandSlope_Mod,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",4.409172963397859,17.464844050746315,0.043844118105287044
LandSlope_Sev,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",10.440462884363448,107.15075247533946,0.028394264461593613
LotConfig_Corner,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",1.6769628851185925,0.8133221305769673,0.002640012417482682
LotConfig_CulDSac,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",3.542954485713255,10.567069780865921,0.14307070709844974
LotConfig_FR2,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",5.292082066068973,26.041976535940165,-0.00622441433554992
LotConfig_FR3,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",18.999945778886996,359.492766482773,0.018410181372920807
LotConfig_Inside,uint8,1453,2,0,0.0,"[array([1, 0], dtype=object)]",-0.987987665955587,-1.0252935473235925,-0.08044254811930944
LotShape_IR1,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",0.7254486330037235,-1.475757503604474,0.22093454243030236
LotShape_IR2,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",5.70396538061768,30.577307724396494,0.12697287125499662
LotShape_IR3,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",12.600731355907769,156.99452608916906,0.04136518145136543
LotShape_Reg,uint8,1453,2,0,0.0,"[array([1, 0], dtype=object)]",-0.5655642858316015,-1.682454772630805,-0.26628989344536796
MSZoning_C (all),uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",11.94157822093692,140.7950878519266,-0.11119467580676334
MSZoning_FV,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",4.409172963397837,17.464844050746276,0.0909158554799399
MSZoning_RH,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",9.381113823995644,86.12384103198703,-0.06519266882621151
MSZoning_RL,uint8,1453,2,0,0.0,"[array([1, 0], dtype=object)]",-1.4058627580922645,-0.023584264250930076,0.24388739686672173
MSZoning_RM,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",1.962040330449038,1.8521497794694968,-0.2872955424647067
MasVnrType_BrkCmn,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",9.69903508697335,92.19818718912653,-0.044124784649291066
MasVnrType_BrkFace,uint8,1453,2,0,0.0,"[array([1, 0], dtype=object)]",0.8485339276866771,-1.2817563607465075,0.19799870914946094
MasVnrType_None,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",-0.40632727518528,-1.8374291961628892,-0.36612120694737854
MasVnrType_Stone,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",2.971408878966009,6.838682028268566,0.3318416963682271
MiscFeature_Gar2,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",26.925785660062964,723.9944837111785,-0.004621607701247713
MiscFeature_None,uint8,1453,2,0,0.0,"[array([1, 0], dtype=object)]",-4.89852411151393,22.02585436624597,0.07175776545273858
MiscFeature_Othr,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",26.925785660063728,723.9944837112308,-0.04049035039816231
MiscFeature_Shed,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",5.171379436794532,24.77726839626492,-0.06925923848243637
MiscFeature_TenC,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",38.11823710509202,1453.0000000000064,0.022913324074956914
Neighborhood_Blmngtn,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",9.091371772968175,80.76420782647746,0.0194923421730343
Neighborhood_Blueste,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",26.925785660063553,723.9944837112182,-0.02016083499339633
Neighborhood_BrDale,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",9.381113823995527,86.12384103198768,-0.10114194075609467
Neighborhood_BrkSide,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",4.705209980634617,20.166757878015947,-0.14323745643743124
Neighborhood_ClearCr,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",7.000977165689178,47.07848120350688,0.056334895426851404
Neighborhood_CollgCr,uint8,1453,2,0,0.0,"[array([1, 0], dtype=object)]",2.635396399775916,4.952128713885316,0.06978278512870513
Neighborhood_Crawfor,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",5.057605573047655,23.611873125086493,0.0719914884904357
Neighborhood_Edwards,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",3.453037502489046,9.937144216893682,-0.18050699792094899
Neighborhood_Gilbert,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",3.9346994020085835,13.500440355595003,0.0368710713383303
Neighborhood_IDOTRR,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",6.030877128485292,34.418853348475345,-0.16383400083455277
Neighborhood_MeadowV,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",9.091371772968033,80.76420782647658,-0.11239551226155513
Neighborhood_Mitchel,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",5.171379436794557,24.777268396263754,-0.057307000736345856
Neighborhood_NAmes,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",1.910113585425548,1.6508042856052656,-0.18746827487262838
Neighborhood_NPkVill,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",12.600731355907687,156.9945260891666,-0.03770894398128069
Neighborhood_NWAmes,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",4.1221455013338915,15.012746139756157,0.024351520708830104
Neighborhood_NoRidge,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",5.703965380617677,30.57730772439758,0.33174053008725224
Neighborhood_NridgHt,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",4.05730707353156,14.481672290592694,0.4017983906476295
Neighborhood_OldTown,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",3.156469844994933,7.974276289020161,-0.19159698244733409
Neighborhood_SWISU,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",7.433139199605689,53.324956336593885,-0.06337104434259683
Neighborhood_Sawyer,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",4.089415338650827,14.743609961375341,-0.12785552708076642
Neighborhood_SawyerW,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",4.659856854813744,19.741437385244943,0.01532261316078527
Neighborhood_Somerst,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",3.7663688361396694,12.20232837713014,0.13895628481718525
Neighborhood_StoneBr,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",7.433139199605708,53.32495633659418,0.21629055438287706
Neighborhood_Timber,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",5.944462954607473,33.38258784634064,0.12708955226820878
Neighborhood_Veenker,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",11.37389890769572,127.54113021478258,0.06391427403991941
PavedDrive_N,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",3.6383788957522625,11.25328883777302,-0.21219408661280936
PavedDrive_P,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",6.748958255780979,43.608461110250374,-0.08829646222076774
PavedDrive_Y,uint8,1453,2,0,0.0,"[array([1, 0], dtype=object)]",-3.036014252607141,7.227328802518717,0.2314361075728102
RoofStyle_Flat,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",10.440462884363656,107.15075247534347,0.016805524772778132
RoofStyle_Gable,uint8,1453,2,0,0.0,"[array([1, 0], dtype=object)]",-1.3809436754384274,-0.09312464392312725,-0.22286247950689417
RoofStyle_Gambrel,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",11.373898907695692,127.54113021478346,-0.03488509675416024
RoofStyle_Hip,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",1.5542090773871453,0.41613675745798195,0.23395917611100436
RoofStyle_Mansard,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",14.317801276412972,203.27923800652493,-6.186726189496356e-05
RoofStyle_Shed,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",26.92578566006279,723.9944837111959,0.02073186840699461
SaleCondition_Abnorml,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",3.38888615765235,9.497620624512422,-0.11736582122661295
SaleCondition_AdjLand,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",18.999945778885706,359.4927664827258,-0.05060501598339959
SaleCondition_Alloca,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",10.878232037053216,116.49628327233799,-0.015233955246111208
SaleCondition_Family,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",8.355121537220171,67.90151798699134,-0.046159068441395466
SaleCondition_Normal,uint8,1453,2,0,0.0,"[array([1, 0], dtype=object)]",-1.6830935990245997,0.833950069200061,-0.1552458749161867
SaleCondition_Partial,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",3.003350790835229,7.029790328737616,0.3557925106892332
Street_Grvl,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",15.481134826237982,237.99312252912028,-0.040892783196194736
Street_Pave,uint8,1453,2,0,0.0,"[array([1, 0], dtype=object)]",-15.481134826237982,237.99312252912028,0.04089278319619477
Utilities_AllPub,uint8,1453,2,0,0.0,"[array([1, 0], dtype=object)]",-38.1182371050931,1453.000000000046,0.014250953248920988
Utilities_NoSeWa,uint8,1453,2,0,0.0,"[array([0, 1], dtype=object)]",38.1182371050931,1453.000000000046,-0.01425095324892097
Utilities_None,uint8,1453,1,0,0.0,"[array([0], dtype=object)]",0.0,0.0,
