,TotRmsAbvGrd,1stFlrSF,OverallQual,FullBath,LotFrontage,YearRemodAdd,YearBuilt,GrLivArea,ExterQual_3.0,ExterQual_5.0,ExterQual_7.0,ExterQual_9.0,ExterQual_nan
411,5,1056,5,1,100.0,1955,1955,1056,0,1,0,0,0
412,7,1478,7,2,0.0,2009,2009,1478,0,0,0,1,0
413,5,1028,5,1,56.0,1950,1927,1028,0,1,0,0,0
414,9,1080,7,2,59.0,1993,1993,2097,0,0,1,0,0
415,6,1340,7,2,73.0,2007,2007,1340,0,0,1,0,0
416,6,672,6,1,74.0,1978,1978,1400,0,1,0,0,0
417,10,1370,6,2,86.0,1950,1918,2624,0,1,0,0,0
418,7,756,5,1,60.0,1950,1940,1134,0,1,0,0,0
419,6,1056,5,1,65.0,1968,1968,1056,0,1,0,0,0
420,8,1344,7,2,78.0,1998,1997,1344,0,1,0,0,0
421,8,1602,6,2,0.0,2000,1977,1602,0,0,1,0,0
422,4,988,5,1,100.0,1954,1954,988,0,1,0,0,0
423,8,1470,8,2,80.0,1998,1998,2630,0,0,1,0,0
424,6,1196,6,1,72.0,1956,1956,1196,0,1,0,0,0
425,6,707,7,1,60.0,1992,1946,1389,0,1,0,0,0
426,5,1644,7,2,0.0,1989,1989,1644,0,0,1,0,0
427,5,907,4,1,77.0,1957,1957,907,0,1,0,0,0
428,6,1208,7,2,64.0,2007,2007,1208,0,0,1,0,0
429,6,1412,6,2,130.0,1988,1988,1412,0,1,0,0,0
430,4,483,6,1,21.0,1971,1971,987,0,1,0,0,0
431,7,1088,6,1,60.0,1998,1920,1198,0,1,0,0,0
432,6,765,5,1,24.0,1971,1971,1365,0,1,0,0,0
433,7,926,6,2,100.0,1998,1997,1604,0,1,0,0,0
434,3,630,4,1,21.0,1972,1972,630,0,1,0,0,0
435,6,827,7,2,43.0,1996,1996,1661,0,0,1,0,0
436,6,734,6,1,40.0,1950,1920,1118,0,1,0,0,0
437,4,904,6,1,50.0,2004,1926,904,0,0,1,0,0
438,4,694,5,1,40.0,2002,1913,694,0,1,0,0,0
439,7,684,6,1,67.0,2000,1920,1196,0,1,0,0,0
440,10,2402,10,2,105.0,2008,2008,2402,0,0,0,1,0
441,8,1440,4,2,92.0,1955,1955,1440,0,1,0,0,0
442,8,1128,5,2,52.0,1992,1930,1573,0,1,0,0,0
443,6,1258,7,2,53.0,2007,2006,1258,0,0,1,0,0
444,8,933,7,2,70.0,1995,1994,1908,0,0,1,0,0
445,7,1689,6,1,73.0,1956,1956,1689,0,1,0,0,0
446,6,1888,6,2,137.0,2002,1966,1888,0,0,1,0,0
447,10,956,7,2,0.0,1999,1998,1886,0,0,1,0,0
448,7,780,6,2,50.0,1950,1937,1376,0,1,0,0,0
449,6,679,3,1,50.0,2002,1948,1183,0,1,0,0,0
450,5,813,6,1,70.0,2005,1930,813,0,1,0,0,0
451,5,1533,7,2,62.0,1975,1975,1533,0,1,0,0,0
452,7,888,6,2,0.0,1997,1996,1756,0,0,1,0,0
453,6,786,8,2,75.0,2008,2008,1590,0,0,1,0,0
454,8,1728,5,2,63.0,1976,1976,1728,0,1,0,0,0
455,6,1242,7,1,80.0,1973,1973,1242,0,1,0,0,0
456,7,624,5,1,34.0,1950,1916,1344,0,1,0,0,0
457,6,1663,4,1,0.0,1994,1954,1663,0,1,0,0,0
458,7,833,8,1,0.0,1996,1925,1666,0,1,0,0,0
459,5,979,5,1,0.0,1950,1950,1203,0,1,0,0,0
460,8,832,8,2,75.0,2009,2009,1935,0,0,1,0,0
461,6,575,7,1,60.0,2007,1936,1135,0,0,1,0,0
462,5,864,5,1,60.0,1965,1965,864,0,1,0,0,0
463,6,849,6,1,74.0,1995,1934,1660,0,1,0,0,0
464,5,1040,5,2,60.0,1978,1978,1040,0,1,0,0,0
465,6,1414,7,2,0.0,2004,2004,1414,0,0,1,0,0
466,5,1277,7,1,85.0,1970,1970,1277,0,1,0,0,0
467,7,888,5,1,79.0,1995,1942,1644,0,1,0,0,0
468,7,1634,8,2,98.0,2006,2006,1634,0,0,1,0,0
469,7,832,6,2,76.0,1993,1993,1710,0,0,1,0,0
470,4,1502,8,1,0.0,1985,1985,1502,0,0,1,0,0
471,8,1161,7,2,92.0,1977,1977,1969,0,1,0,0,0
472,5,1072,6,1,35.0,2005,2005,1072,0,1,0,0,0
473,7,1976,8,2,110.0,2007,2006,1976,0,0,1,0,0
474,6,1652,8,2,41.0,2000,2000,1652,0,0,1,0,0
475,5,970,5,1,80.0,1963,1963,970,0,1,0,0,0
476,7,1493,6,2,75.0,1998,1997,1493,0,1,0,0,0
477,9,2069,9,2,105.0,2006,2006,2643,0,0,0,1,0
478,7,1718,8,2,79.0,2008,2007,1718,0,0,1,0,0
479,7,1131,4,1,50.0,2000,1937,1131,0,1,0,0,0
480,8,1850,9,2,98.0,2005,2004,1850,0,0,1,0,0
481,6,1792,9,2,72.0,2004,2003,1792,0,0,1,0,0
482,7,916,7,1,50.0,2005,1915,1826,0,0,1,0,0
483,5,1216,6,2,32.0,1998,1998,1216,0,1,0,0,0
484,6,999,5,1,0.0,2001,1962,999,0,1,0,0,0
485,5,1113,5,1,80.0,2007,1950,1113,0,0,1,0,0
486,6,1073,5,1,79.0,1965,1965,1073,0,1,0,0,0
487,7,1484,5,2,70.0,1971,1971,1484,0,1,0,0,0
488,10,1766,5,2,60.0,1970,1900,2414,0,1,0,0,0
489,3,630,4,1,21.0,2002,1970,630,0,1,0,0,0
490,4,616,5,1,0.0,1976,1976,1304,0,1,0,0,0
491,5,958,6,1,79.0,1950,1941,1578,0,1,0,0,0
492,8,728,6,2,105.0,2006,2006,1456,0,0,1,0,0
493,6,1269,5,1,70.0,1960,1960,1269,0,1,0,0,0
494,4,886,5,1,50.0,1996,1938,886,0,1,0,0,0
495,4,720,4,1,60.0,1950,1920,720,0,1,0,0,0
496,10,3228,8,3,0.0,1993,1992,3228,0,0,1,0,0
497,8,1133,7,2,60.0,1950,1925,1820,0,1,0,0,0
498,5,899,5,1,65.0,2004,1967,899,0,1,0,0,0
499,5,912,5,1,70.0,1985,1958,912,0,1,0,0,0
500,7,672,6,1,21.0,1973,1973,1218,0,1,0,0,0
501,7,866,7,2,75.0,2005,2005,1768,0,0,1,0,0
502,6,1214,5,1,70.0,1965,1965,1214,0,1,0,0,0
503,6,1801,7,2,100.0,1997,1959,1801,0,1,0,0,0
504,6,855,6,2,24.0,1974,1974,1322,0,1,0,0,0
505,10,960,5,2,60.0,1952,1952,1960,0,1,0,0,0
506,8,1065,8,2,80.0,1994,1993,1911,0,0,1,0,0
507,4,1218,6,2,75.0,2009,2009,1218,0,0,1,0,0
508,7,689,7,2,60.0,2005,1928,1378,0,1,0,0,0
509,6,1041,5,1,80.0,1959,1959,1041,0,1,0,0,0
510,6,1363,5,1,75.0,2000,1951,1363,0,0,1,0,0
511,6,1368,7,2,40.0,2006,2005,1368,0,0,1,0,0
512,5,864,5,1,70.0,1958,1958,864,0,1,0,0,0
513,5,1080,6,1,71.0,1983,1983,1080,0,1,0,0,0
514,5,789,5,1,55.0,1950,1926,789,0,1,0,0,0
515,9,2020,10,2,94.0,2009,2009,2020,0,0,0,1,0
516,7,1378,6,2,0.0,1972,1972,2119,0,1,0,0,0
517,7,1277,7,2,79.0,1997,1996,2344,0,0,1,0,0
518,7,882,6,2,0.0,1998,1998,1796,0,1,0,0,0
519,9,1276,7,1,53.0,2004,1926,2080,0,0,1,0,0
520,7,694,4,2,60.0,2000,1900,1294,0,1,0,0,0
521,6,1244,6,1,90.0,1957,1957,1244,0,1,0,0,0
522,7,1004,6,2,50.0,1950,1947,1664,0,1,0,0,0
523,11,3138,10,3,130.0,2008,2007,4676,0,0,0,1,0
524,8,1383,7,2,95.0,1997,1996,2398,0,0,1,0,0
525,6,1266,7,2,62.0,2005,2005,1266,0,0,1,0,0
526,4,928,5,1,70.0,2000,1956,928,0,1,0,0,0
527,11,1476,9,2,67.0,2008,2008,2713,0,0,0,1,0
528,5,605,4,1,58.0,2002,1920,605,0,1,0,0,0
529,9,2515,6,3,0.0,1975,1957,2515,0,0,1,0,0
530,5,1509,6,2,85.0,1989,1988,1509,0,0,1,0,0
531,6,751,6,2,60.0,1999,1920,1362,0,1,0,0,0
532,5,827,5,1,60.0,2007,1955,827,0,1,0,0,0
533,2,334,1,1,50.0,1950,1946,334,1,0,0,0,0
534,6,707,8,2,74.0,2004,2004,1414,0,0,1,0,0
535,5,820,5,1,70.0,1991,1910,1347,0,1,0,0,0
536,8,880,7,2,57.0,1999,1998,1724,0,1,0,0,0
537,5,864,4,1,0.0,1972,1972,864,0,1,0,0,0
538,7,1159,5,1,0.0,1968,1968,1159,0,1,0,0,0
539,6,1601,8,2,0.0,2002,2001,1601,0,0,1,0,0
540,8,1838,9,2,85.0,2006,2006,1838,0,0,0,1,0
541,8,997,8,2,0.0,2000,2000,2285,0,0,1,0,0
542,7,1680,7,2,78.0,1999,1998,1680,0,0,1,0,0
543,4,767,7,1,34.0,1998,1998,767,0,1,0,0,0
544,7,664,7,2,58.0,2006,2006,1496,0,0,1,0,0
545,9,1377,7,2,0.0,1988,1988,2183,0,0,1,0,0
546,6,915,6,1,70.0,1950,1923,1635,0,1,0,0,0
547,5,768,5,1,54.0,1970,1970,768,0,1,0,0,0
548,4,825,5,1,49.0,1995,1955,825,0,1,0,0,0
549,8,912,7,2,75.0,2004,2003,2094,0,0,1,0,0
550,4,1069,6,2,53.0,1977,1977,1069,0,1,0,0,0
551,5,928,5,1,50.0,1957,1957,928,0,1,0,0,0
552,7,1717,8,2,87.0,2006,2006,1717,0,0,1,0,0
553,5,1126,4,2,67.0,2003,1949,1126,0,1,0,0,0
554,8,1006,7,2,85.0,2004,2003,2046,0,0,1,0,0
555,5,1048,5,1,58.0,1950,1922,1048,0,1,0,0,0
556,6,1092,5,1,69.0,1957,1957,1092,0,1,0,0,0
557,7,897,4,1,60.0,1950,1920,1336,0,1,0,0,0
558,6,729,7,2,57.0,1997,1996,1446,0,1,0,0,0
559,7,1557,7,2,0.0,2004,2003,1557,0,0,1,0,0
560,5,1392,5,1,0.0,1996,1957,1392,0,1,0,0,0
561,6,1389,5,1,77.0,1975,1974,1389,0,1,0,0,0
562,6,996,5,1,63.0,1969,1940,996,0,1,0,0,0
563,8,1163,6,2,66.0,1950,1918,1674,0,1,0,0,0
564,9,1166,7,2,0.0,2000,1992,2295,0,0,1,0,0
565,6,841,6,1,66.0,1950,1915,1647,0,1,0,0,0
566,11,1134,9,2,77.0,2007,2005,2504,0,0,1,0,0
567,7,1535,7,2,70.0,2004,2004,1535,0,0,1,0,0
568,5,1496,8,1,79.0,2009,1983,2132,0,0,1,0,0
569,4,943,5,1,0.0,1979,1979,943,0,1,0,0,0
570,10,1728,5,2,74.0,1965,1965,1728,0,1,0,0,0
571,4,864,6,1,60.0,1959,1959,864,0,1,0,0,0
572,6,846,7,2,83.0,2009,2009,1692,0,1,0,0,0
573,8,774,7,2,76.0,2000,2000,1430,0,1,0,0,0
574,5,576,5,1,70.0,2005,1971,1109,0,1,0,0,0
575,6,832,5,1,80.0,1950,1947,1216,0,1,0,0,0
576,6,877,7,2,52.0,1950,1928,1477,0,1,0,0,0
577,6,1320,5,1,96.0,1966,1966,1320,0,1,0,0,0
578,5,703,7,2,34.0,2007,2007,1392,0,0,1,0,0
579,7,1050,5,2,81.0,1954,1954,1795,0,1,0,0,0
580,7,1429,6,1,0.0,1987,1960,1429,0,1,0,0,0
581,8,2042,8,2,98.0,2009,2008,2042,0,0,0,1,0
582,5,816,6,1,81.0,1990,1990,816,0,1,0,0,0
583,9,1521,10,3,75.0,2000,1893,2775,0,0,0,1,0
584,6,989,4,1,51.0,1995,1935,1573,0,1,0,0,0
585,7,2028,8,2,88.0,2006,2005,2028,0,0,1,0,0
586,5,838,6,1,55.0,2000,1918,838,0,1,0,0,0
587,4,860,5,1,74.0,1982,1982,860,0,1,0,0,0
588,5,1473,5,1,65.0,2003,1968,1473,0,1,0,0,0
589,4,779,5,1,50.0,1960,1930,935,0,1,0,0,0
590,6,770,7,2,64.0,2004,2004,1582,0,0,1,0,0
591,10,1728,10,2,97.0,2008,2008,2296,0,0,0,1,0
592,4,816,5,1,60.0,2003,1982,816,0,1,0,0,0
593,4,848,6,1,0.0,2003,2003,848,0,0,1,0,0
594,5,924,5,1,88.0,1975,1975,924,0,1,0,0,0
595,7,1826,8,2,69.0,2006,2005,1826,0,0,1,0,0
596,7,684,6,1,60.0,1993,1910,1368,0,1,0,0,0
597,7,1402,7,0,53.0,2007,2006,1402,0,0,1,0,0
598,7,1647,5,2,80.0,1977,1977,1647,0,1,0,0,0
599,6,716,6,2,24.0,1980,1980,1556,0,1,0,0,0
600,8,1058,8,2,74.0,2005,2005,1904,0,0,1,0,0
601,6,780,6,1,50.0,1950,1937,1375,0,1,0,0,0
602,8,927,8,2,80.0,1992,1992,1915,0,0,1,0,0
603,4,600,7,2,30.0,2005,2004,1200,0,0,1,0,0
604,6,1494,7,2,88.0,2002,2002,1494,0,0,1,0,0
605,7,1186,7,2,85.0,1990,1965,1986,0,1,0,0,0
606,6,1040,5,1,82.0,1996,1996,1040,0,1,0,0,0
607,8,1112,5,3,78.0,2002,1948,2008,0,1,0,0,0
608,10,1940,8,2,78.0,1998,1934,3194,0,1,0,0,0
609,5,1029,4,1,61.0,1961,1961,1029,0,1,0,0,0
610,8,1476,9,2,0.0,2000,2000,2153,0,0,1,0,0
611,6,1032,6,2,0.0,1978,1978,1032,0,1,0,0,0
612,7,1299,8,2,0.0,2001,2001,1872,0,0,1,0,0
613,6,1120,5,1,70.0,2007,2007,1120,0,1,0,0,0
614,3,630,4,1,21.0,1972,1972,630,0,1,0,0,0
615,6,1054,6,1,80.0,1963,1963,1054,0,1,0,0,0
616,7,807,6,2,0.0,2003,2002,1509,0,0,1,0,0
617,4,832,6,1,59.0,1954,1954,832,0,1,0,0,0
618,9,1828,9,2,90.0,2007,2007,1828,0,0,0,1,0
619,10,1482,8,2,85.0,2003,2003,2262,0,0,1,0,0
620,5,864,3,1,45.0,1950,1914,864,0,1,0,0,0
621,9,1548,6,2,90.0,1997,1974,2614,0,1,0,0,0
622,6,980,5,1,71.0,1977,1977,980,0,1,0,0,0
623,4,756,6,2,0.0,2000,2000,1512,0,0,1,0,0
624,8,1012,6,1,80.0,1972,1972,1790,0,1,0,0,0
625,5,1116,6,1,87.0,1962,1962,1116,0,1,0,0,0
626,6,1422,5,1,0.0,1978,1960,1422,0,1,0,0,0
627,7,1520,6,1,80.0,1972,1955,1520,0,1,0,0,0
628,9,1040,5,1,70.0,1969,1969,2080,0,1,0,0,0
629,6,1350,6,1,82.0,1964,1964,1350,0,1,0,0,0
630,8,1089,5,1,50.0,1991,1880,1750,0,1,0,0,0
631,6,1554,8,2,34.0,2006,2006,1554,0,0,1,0,0
632,6,1411,7,2,85.0,1977,1977,1411,0,1,0,0,0
633,6,1056,5,1,80.0,2005,1954,1056,0,1,0,0,0
634,4,1056,6,0,64.0,1980,1980,1056,0,1,0,0,0
635,14,1440,6,2,60.0,1995,1914,3395,1,0,0,0,0
636,4,800,2,1,51.0,1950,1936,800,1,0,0,0,0
637,7,811,5,2,50.0,1954,1954,1387,0,1,0,0,0
638,4,796,5,1,67.0,1950,1910,796,0,1,0,0,0
639,7,1567,8,2,53.0,2006,2006,1567,0,0,1,0,0
640,6,1518,8,1,62.0,2004,2003,1518,0,0,0,1,0
641,7,1057,7,2,0.0,2001,2001,1929,0,0,1,0,0
642,9,2000,8,2,75.0,1995,1972,2704,0,0,1,0,0
643,7,780,5,2,80.0,1969,1969,1620,0,1,0,0,0
644,7,1766,9,2,85.0,2009,2009,1766,0,0,0,1,0
645,5,981,6,1,0.0,1971,1971,981,0,1,0,0,0
646,7,1048,5,1,60.0,1950,1950,1048,0,1,0,0,0
647,5,1094,6,1,85.0,1953,1953,1094,0,1,0,0,0
648,7,1051,6,1,70.0,1966,1966,1839,0,1,0,0,0
649,3,630,4,1,21.0,1970,1970,630,0,1,0,0,0
650,7,822,7,2,65.0,2007,2007,1665,0,0,1,0,0
651,7,755,4,1,60.0,1950,1940,1510,0,1,0,0,0
652,7,909,7,2,70.0,1996,1996,1716,0,0,1,0,0
653,7,756,6,1,60.0,1995,1906,1469,0,1,0,0,0
654,7,2113,8,2,91.0,1995,1995,2113,0,0,1,0,0
655,6,525,6,1,21.0,1971,1971,1092,0,1,0,0,0
656,5,1053,5,1,72.0,2006,1959,1053,0,0,1,0,0
657,6,851,7,1,60.0,2000,1931,1502,0,1,0,0,0
658,6,912,6,1,78.0,1950,1948,1458,0,1,0,0,0
659,7,1486,5,1,75.0,1999,1964,1486,0,1,0,0,0
660,7,1142,7,2,0.0,1976,1976,1935,0,1,0,0,0
661,8,1686,8,2,52.0,2005,1994,2448,0,0,1,0,0
662,5,1392,6,1,120.0,1968,1968,1392,0,1,0,0,0
663,6,1181,4,2,90.0,1972,1972,1181,0,1,0,0,0
664,8,2097,8,1,49.0,2006,2005,2097,0,0,1,0,0
665,7,1454,8,2,106.0,2000,2000,1936,0,0,1,0,0
666,7,1465,6,2,0.0,1979,1965,2380,0,1,0,0,0
667,7,1679,6,2,65.0,1998,1994,1679,0,1,0,0,0
668,6,1437,5,1,0.0,1987,1956,1437,0,1,0,0,0
669,5,1180,4,1,80.0,1950,1922,1180,0,1,0,0,0
670,7,738,6,2,64.0,2005,2005,1476,0,0,1,0,0
671,6,697,6,2,54.0,1950,1925,1369,0,1,0,0,0
672,6,1208,6,1,0.0,1977,1977,1208,0,0,1,0,0
673,7,1839,6,2,110.0,2004,1957,1839,0,1,0,0,0
674,5,1136,6,1,80.0,1965,1965,1136,0,1,0,0,0
675,7,855,6,2,24.0,1978,1978,1441,0,1,0,0,0
676,8,1095,4,2,60.0,1950,1900,1774,0,1,0,0,0
677,5,792,5,1,52.0,2006,1924,792,0,0,1,0,0
678,7,2046,8,2,80.0,2008,2008,2046,0,0,1,0,0
679,5,988,5,1,0.0,1961,1961,988,0,1,0,0,0
680,5,923,6,2,50.0,1980,1980,923,0,1,0,0,0
681,6,848,5,1,55.0,2000,1932,1520,0,1,0,0,0
682,6,1291,6,1,0.0,1997,1996,1291,0,1,0,0,0
683,7,1668,9,2,90.0,2002,2002,1668,0,0,1,0,0
684,7,1195,7,2,58.0,1998,1998,1839,0,0,1,0,0
685,6,1190,7,2,0.0,1984,1984,2090,0,0,1,0,0
686,7,874,7,3,84.0,2007,2007,1761,0,0,1,0,0
687,4,551,7,2,0.0,2004,2004,1102,0,0,1,0,0
688,7,1419,8,2,60.0,2007,2007,1419,0,0,1,0,0
689,6,1362,6,2,61.0,2006,2005,1362,0,0,1,0,0
690,3,848,6,1,0.0,2004,2004,848,0,0,1,0,0
691,10,2444,10,3,104.0,1995,1994,4316,0,0,0,1,0
692,9,1238,7,2,42.0,1990,1989,2519,0,0,1,0,0
693,4,1073,5,1,60.0,1968,1921,1073,0,1,0,0,0
694,5,1067,5,1,51.0,1950,1936,1539,0,1,0,0,0
695,5,1137,6,2,54.0,1987,1987,1137,0,1,0,0,0
696,4,616,5,1,50.0,1950,1921,616,0,1,0,0,0
697,6,1148,5,1,57.0,1952,1952,1148,0,1,0,0,0
698,5,894,5,1,65.0,2009,1965,894,0,1,0,0,0
699,5,1391,7,2,59.0,2004,2004,1391,0,0,1,0,0
700,7,1800,8,2,85.0,2002,2002,1800,0,0,1,0,0
701,6,1164,7,1,80.0,1969,1969,1164,0,1,0,0,0
702,10,1264,8,2,82.0,2006,2006,2576,0,0,0,1,0
703,8,1032,5,2,76.0,1996,1900,1812,0,1,0,0,0
704,7,1484,7,2,70.0,2005,2004,1484,0,0,1,0,0
705,7,372,4,2,70.0,1950,1930,1092,1,0,0,0,0
706,5,1824,7,2,0.0,2002,1971,1824,0,1,0,0,0
707,6,1324,8,2,48.0,2006,2006,1324,0,0,1,0,0
708,8,728,7,2,65.0,2007,2007,1456,0,0,1,0,0
709,6,904,5,1,0.0,1966,1966,904,0,1,0,0,0
710,5,729,3,1,56.0,2003,1935,729,0,0,1,0,0
711,7,859,4,1,66.0,1950,1900,1178,0,1,0,0,0
712,5,1228,8,2,40.0,1989,1988,1228,0,0,1,0,0
713,6,960,4,1,60.0,1970,1970,960,0,1,0,0,0
714,6,725,6,2,0.0,2005,1976,1479,0,0,1,0,0
715,7,1350,6,2,78.0,1974,1974,1350,0,1,0,0,0
716,8,1576,7,1,60.0,1998,1890,2554,0,1,0,0,0
717,5,1178,5,1,80.0,2000,1973,1178,0,1,0,0,0
718,9,1325,7,2,96.0,1994,1993,2418,0,0,1,0,0
719,5,971,5,1,69.0,1969,1969,971,0,1,0,0,0
720,5,1742,8,2,0.0,1985,1985,1742,0,0,1,0,0
721,3,848,6,1,0.0,2004,2004,848,0,0,1,0,0
722,5,864,4,1,70.0,1970,1970,864,0,1,0,0,0
723,7,997,4,2,60.0,1972,1954,1470,0,1,0,0,0
724,8,1698,9,2,86.0,2008,2007,1698,0,0,0,1,0
725,5,864,4,1,60.0,1970,1970,864,0,1,0,0,0
726,5,1680,6,2,0.0,2007,1988,1680,0,0,1,0,0
727,6,1232,7,2,64.0,2007,2007,1232,0,0,1,0,0
728,9,1776,5,2,85.0,1958,1958,1776,0,1,0,0,0
729,5,848,4,1,52.0,1950,1925,1208,0,1,0,0,0
730,5,1616,8,2,39.0,1996,1995,1616,0,0,1,0,0
731,6,1146,7,2,73.0,2003,2003,1146,0,0,1,0,0
732,8,1153,7,2,75.0,1999,1998,2031,0,0,1,0,0
733,6,1144,5,1,80.0,1983,1961,1144,0,1,0,0,0
734,6,948,5,1,0.0,1968,1968,948,0,1,0,0,0
735,6,880,7,1,60.0,1970,1914,1768,0,1,0,0,0
736,6,1040,3,2,60.0,1950,1950,1040,0,1,0,0,0
737,8,901,8,2,72.0,2005,2005,1801,0,0,1,0,0
738,5,1200,5,3,60.0,1988,1987,1200,0,1,0,0,0
739,7,864,7,2,65.0,2004,2004,1728,0,0,1,0,0
740,7,768,5,2,60.0,2002,1910,1432,0,1,0,0,0
741,5,912,6,1,65.0,1996,1961,912,0,1,0,0,0
742,6,1349,7,2,65.0,2001,2000,1349,0,1,0,0,0
743,6,1464,5,2,70.0,1999,1963,1464,0,1,0,0,0
744,5,1337,8,2,41.0,1993,1993,1337,0,0,1,0,0
745,11,1175,8,3,0.0,1996,1976,2715,0,0,0,1,0
746,8,980,7,2,0.0,2000,2000,2256,0,0,1,0,0
747,8,1320,7,1,65.0,2003,1880,2640,0,0,1,0,0
748,7,1720,7,2,59.0,1996,1996,1720,0,0,1,0,0
749,9,1088,4,2,50.0,1950,1945,1529,0,1,0,0,0
750,7,792,4,1,55.0,2004,1910,1140,0,1,0,0,0
751,6,660,7,2,0.0,2003,2003,1320,0,0,1,0,0
752,6,1494,6,2,79.0,1997,1997,1494,0,1,0,0,0
753,8,1038,8,2,80.0,2005,2005,2098,0,0,1,0,0
754,5,1026,6,1,61.0,2005,1969,1026,0,1,0,0,0
755,6,742,6,2,34.0,1999,1999,1471,0,1,0,0,0
756,7,866,8,2,68.0,2007,2007,1768,0,0,1,0,0
757,6,672,6,2,0.0,1978,1978,1386,0,1,0,0,0
758,6,757,7,2,24.0,1999,1999,1501,0,1,0,0,0
759,9,1328,8,2,65.0,1995,1995,2531,0,0,1,0,0
760,5,864,6,1,70.0,1959,1959,864,0,1,0,0,0
761,5,1301,5,1,60.0,1950,1924,1301,0,1,0,0,0
762,7,764,7,2,72.0,2009,2009,1547,0,1,0,0,0
763,8,1268,8,2,82.0,1999,1999,2365,0,0,1,0,0
764,6,1494,8,1,30.0,1996,1995,1494,0,0,1,0,0
765,6,1506,9,2,75.0,2008,2008,1506,0,0,1,0,0
766,7,980,7,2,80.0,1988,1988,1714,0,1,0,0,0
767,7,983,6,2,75.0,1985,1940,1750,0,1,0,0,0
768,8,1836,7,2,70.0,2005,2004,1836,0,0,1,0,0
769,12,1690,8,3,47.0,2003,2003,3279,0,0,0,1,0
770,5,858,5,1,0.0,1982,1982,858,0,1,0,0,0
771,6,1220,4,1,67.0,1951,1951,1220,0,1,0,0,0
772,6,1117,6,1,94.0,1976,1976,1117,0,1,0,0,0
773,5,912,5,1,70.0,1958,1958,912,0,1,0,0,0
774,9,1973,8,2,110.0,2006,2006,1973,0,0,1,0,0
775,5,1204,6,2,32.0,1998,1998,1204,0,1,0,0,0
776,7,1614,7,2,86.0,2006,2005,1614,0,0,1,0,0
777,5,894,5,1,100.0,1974,1974,894,0,1,0,0,0
778,10,2020,5,2,60.0,1977,1977,2020,0,1,0,0,0
779,4,1004,6,1,78.0,1977,1977,1004,0,1,0,0,0
780,6,1253,7,2,63.0,1996,1995,1253,0,1,0,0,0
781,7,810,6,2,65.0,1992,1992,1603,0,0,1,0,0
782,6,1430,7,2,67.0,2002,2001,1430,0,0,1,0,0
783,4,1110,5,1,0.0,1978,1978,1110,0,1,0,0,0
784,9,742,6,2,35.0,2001,1914,1484,0,1,0,0,0
785,7,1342,6,2,0.0,1967,1967,1342,0,1,0,0,0
786,7,966,5,2,60.0,1950,1915,1652,0,1,0,0,0
787,8,956,7,2,76.0,2004,2004,2084,0,0,1,0,0
788,4,901,4,1,50.0,2000,1954,901,0,1,0,0,0
789,9,976,6,2,0.0,2007,1966,2087,0,1,0,0,0
790,5,1145,7,2,43.0,2006,2005,1145,0,0,1,0,0
791,5,1062,6,1,0.0,1976,1976,1062,0,1,0,0,0
792,8,1127,7,2,92.0,1997,1996,2013,0,0,1,0,0
793,7,1496,8,2,76.0,2007,2007,1496,0,0,1,0,0
794,7,1086,7,2,0.0,1996,1994,1895,0,0,1,0,0
795,7,888,6,2,70.0,1981,1980,1564,0,1,0,0,0
796,7,1285,6,1,71.0,1977,1977,1285,0,1,0,0,0
797,4,773,5,1,57.0,1953,1953,773,0,1,0,0,0
798,11,1966,9,3,104.0,2009,2008,3140,0,0,0,1,0
799,7,981,5,1,60.0,1950,1937,1768,0,1,0,0,0
800,8,616,6,2,79.0,1997,1997,1688,0,1,0,0,0
801,5,1196,4,1,40.0,1990,1916,1196,0,1,0,0,0
802,7,728,7,2,63.0,2005,2005,1456,0,0,1,0,0
803,12,1734,9,3,107.0,2009,2008,2822,0,0,0,1,0
804,5,1128,5,1,75.0,1954,1954,1128,0,1,0,0,0
805,6,1428,7,2,91.0,2008,2008,1428,0,0,1,0,0
806,6,980,5,2,75.0,1967,1967,980,0,1,0,0,0
807,6,1072,5,1,144.0,2004,1923,1576,0,1,0,0,0
808,6,1086,5,1,85.0,1966,1966,1086,0,1,0,0,0
809,11,1075,5,2,90.0,1965,1898,2138,0,1,0,0,0
810,5,1309,6,1,78.0,1999,1974,1309,0,1,0,0,0
811,4,848,6,1,0.0,2004,2004,848,0,0,1,0,0
812,4,1044,5,1,66.0,1952,1952,1044,1,0,0,0,0
813,7,1442,6,1,75.0,1958,1958,1442,0,1,0,0,0
814,7,686,5,1,45.0,1950,1918,1250,0,1,0,0,0
815,6,1661,7,2,48.0,1998,1998,1661,0,1,0,0,0
816,4,1008,5,1,0.0,1954,1954,1008,0,1,0,0,0
817,7,1689,8,2,0.0,2002,2002,1689,0,0,1,0,0
818,6,1052,6,1,80.0,1971,1971,1052,0,1,0,0,0
819,6,1358,7,2,44.0,2010,2009,1358,0,0,1,0,0
820,6,798,7,2,72.0,2003,2003,1640,0,0,1,0,0
821,4,936,4,1,60.0,1953,1953,936,1,0,0,0,0
822,7,847,7,2,0.0,2003,2003,1733,0,0,1,0,0
823,7,944,6,2,60.0,1950,1940,1489,0,1,0,0,0
824,7,1489,8,2,81.0,2006,2006,1489,0,0,1,0,0
825,7,2084,10,2,114.0,2008,2007,2084,0,0,0,1,0
